"pref","muni_code","hokenjo"
"滋賀県","25213","東近江"
"滋賀県","25214","長浜"
"滋賀県","25383","東近江"
"滋賀県","25384","東近江"
"滋賀県","25425","彦根"
"滋賀県","25441","彦根"
"滋賀県","25442","彦根"
"滋賀県","25443","彦根"
"京都府","26101","京都市"
"京都府","26102","京都市"
"京都府","26103","京都市"
"京都府","26104","京都市"
"京都府","26105","京都市"
"京都府","26106","京都市"
"京都府","26107","京都市"
"京都府","26108","京都市"
"京都府","26109","京都市"
"京都府","26110","京都市"
"京都府","26111","京都市"
"京都府","26201","中丹西"
"京都府","26202","中丹東"
"京都府","26203","中丹東"
"京都府","26204","山城北"
"京都府","26205","丹後"
"京都府","26206","南丹"
"京都府","26207","山城北"
"京都府","26208","乙訓"
"京都府","26209","乙訓"
"京都府","26210","山城北"
"京都府","26211","山城北"
"京都府","26212","丹後"
"京都府","26213","南丹"
"京都府","26214","山城南"
"京都府","26303","乙訓"
"京都府","26322","山城北"
"京都府","26343","山城北"
"京都府","26344","山城北"
"京都府","26364","山城南"
"京都府","26365","山城南"
"京都府","26366","山城南"
"京都府","26367","山城南"
"京都府","26407","南丹"
"京都府","26463","丹後"
"京都府","26465","丹後"
"大阪府","27102","大阪市"
"大阪府","27103","大阪市"
"大阪府","27104","大阪市"
"大阪府","27106","大阪市"
"大阪府","27107","大阪市"
"大阪府","27108","大阪市"
"大阪府","27109","大阪市"
"大阪府","27111","大阪市"
"大阪府","27113","大阪市"
"大阪府","27114","大阪市"
"大阪府","27115","大阪市"
"大阪府","27116","大阪市"
"大阪府","27117","大阪市"
"大阪府","27118","大阪市"
"大阪府","27119","大阪市"
"大阪府","27120","大阪市"
"大阪府","27121","大阪市"
"大阪府","27122","大阪市"
"大阪府","27123","大阪市"
"大阪府","27124","大阪市"
"大阪府","27125","大阪市"
"大阪府","27126","大阪市"
"大阪府","27127","大阪市"
"大阪府","27128","大阪市"
"大阪府","27141","堺市"
"大阪府","27142","堺市"
"大阪府","27143","堺市"
"大阪府","27144","堺市"
"大阪府","27145","堺市"
"大阪府","27146","堺市"
"大阪府","27147","堺市"
"大阪府","27202","岸和田"
"大阪府","27203","豊中市"
"大阪府","27204","池田"
"大阪府","27205","吹田市"
"大阪府","27206","和泉"
"大阪府","27207","高槻市"
"大阪府","27208","岸和田"
"大阪府","27209","守口"
"大阪府","27210","枚方市"
"大阪府","27211","茨木"
"大阪府","27212","八尾市"
"大阪府","27213","泉佐野"
"大阪府","27214","富田林"
"大阪府","27215","寝屋川市"
"大阪府","27216","富田林"
"大阪府","27217","藤井寺"
"大阪府","27218","四條畷"
"大阪府","27219","和泉"
"大阪府","27220","池田"
"大阪府","27221","藤井寺"
"大阪府","27222","藤井寺"
"大阪府","27223","守口"
"大阪府","27224","茨木"
"大阪府","27225","和泉"
"大阪府","27226","藤井寺"
"大阪府","27227","東大阪市"
"大阪府","27228","泉佐野"
"大阪府","27229","四條畷"
"大阪府","27230","四條畷"
"大阪府","27231","富田林"
"大阪府","27232","泉佐野"
"大阪府","27301","茨木"
"大阪府","27321","池田"
"大阪府","27322","池田"
"大阪府","27341","和泉"
"大阪府","27361","泉佐野"
"大阪府","27362","泉佐野"
"大阪府","27366","泉佐野"
"大阪府","27381","富田林"
"大阪府","27382","富田林"
"大阪府","27383","富田林"
"兵庫県","28101","神戸市"
"兵庫県","28102","神戸市"
"兵庫県","28105","神戸市"
"兵庫県","28106","神戸市"
"兵庫県","28107","神戸市"
"兵庫県","28108","神戸市"
"兵庫県","28109","神戸市"
"兵庫県","28110","神戸市"
"兵庫県","28111","神戸市"
"兵庫県","28201","姫路市"
"兵庫県","28202","尼崎市"
"兵庫県","28203","あかし"
"兵庫県","28204","西宮市"
"兵庫県","28205","洲本"
"兵庫県","28206","芦屋"
"兵庫県","28207","伊丹"
"兵庫県","28208","赤穂"
"兵庫県","28209","豊岡"
"兵庫県","28210","加古川"
"兵庫県","28212","赤穂"
"兵庫県","28213","加東"
"兵庫県","28214","宝塚"
"兵庫県","28215","加東"
"兵庫県","28216","加古川"
"兵庫県","28217","伊丹"
"兵庫県","28218","加東"
"兵庫県","28219","宝塚"
"兵庫県","28220","加東"
"兵庫県","28221","丹波"
"兵庫県","28222","朝来"
"兵庫県","28223","丹波"
"兵庫県","28224","洲本"
"兵庫県","28225","朝来"
"兵庫県","28226","洲本"
"兵庫県","28227","龍野"
"兵庫県","28228","加東"
"兵庫県","28229","龍野"
"兵庫県","28301","伊丹"
"兵庫県","28365","加東"
"兵庫県","28381","加古川"
"兵庫県","28382","加古川"
"兵庫県","28442","福崎"
"兵庫県","28443","福崎"
"兵庫県","28446","福崎"
"兵庫県","28464","龍野"
"兵庫県","28481","赤穂"
"兵庫県","28501","龍野"
"兵庫県","28585","豊岡"
"兵庫県","28586","豊岡"
"奈良県","29201","奈良市"
"奈良県","29202","中和"
"奈良県","29203","郡山"
"奈良県","29204","郡山"
"奈良県","29205","中和"
"奈良県","29206","中和"
"奈良県","29207","吉野"
"奈良県","29208","中和"
"奈良県","29209","郡山"
"奈良県","29210","中和"
"奈良県","29211","中和"
"奈良県","29212","中和"
"奈良県","29322","郡山"
"奈良県","29342","郡山"
"奈良県","29343","郡山"
"奈良県","29344","郡山"
"奈良県","29345","郡山"
"奈良県","29361","中和"
"奈良県","29362","中和"
"奈良県","29363","中和"
"奈良県","29385","中和"
"奈良県","29386","中和"
"奈良県","29401","中和"
"奈良県","29402","中和"
"奈良県","29424","中和"
"奈良県","29425","中和"
"奈良県","29426","中和"
"奈良県","29427","中和"
"奈良県","29441","吉野"
"奈良県","29442","吉野"
"奈良県","29443","吉野"
"奈良県","29444","吉野"
"奈良県","29446","吉野"
"奈良県","29447","吉野"
"奈良県","29449","吉野"
"奈良県","29450","吉野"
"奈良県","29451","吉野"
"奈良県","29452","吉野"
"奈良県","29453","吉野"
"和歌山県","30201","和歌山市"
"和歌山県","30202","海南"
"和歌山県","30203","橋本"
"和歌山県","30204","湯浅"
"和歌山県","30205","御坊"
"和歌山県","30206","田辺"
"和歌山県","30207","新宮"
"和歌山県","30208","岩出"
"和歌山県","30209","岩出"
"和歌山県","30304","海南"
"和歌山県","30341","橋本"
"和歌山県","30343","橋本"
"和歌山県","30344","橋本"
"和歌山県","30361","湯浅"
"和歌山県","30362","湯浅"
"和歌山県","30366","湯浅"
"和歌山県","30381","御坊"
"和歌山県","30382","御坊"
"和歌山県","30383","御坊"
"和歌山県","30390","御坊"
"和歌山県","30391","田辺"
"和歌山県","30392","御坊"
"和歌山県","30401","田辺"
"和歌山県","30404","田辺"
"和歌山県","30406","田辺"
"和歌山県","30421","新宮"
"和歌山県","30422","新宮"
"和歌山県","30424","新宮"
"和歌山県","30427","串本"
"和歌山県","30428","串本"
"鳥取県","31201","鳥取市"
"鳥取県","31202","米子"
"鳥取県","31203","倉吉"
"鳥取県","31204","米子"
"鳥取県","31302","鳥取市"
"鳥取県","31325","鳥取市"
"鳥取県","31328","鳥取市"
"鳥取県","31329","鳥取市"
"鳥取県","31364","倉吉"
"鳥取県","31370","倉吉"
"鳥取県","31371","倉吉"
"鳥取県","31372","倉吉"
"鳥取県","31384","米子"
"鳥取県","31386","米子"
"鳥取県","31389","米子"
"鳥取県","31390","米子"
"鳥取県","31401","米子"
"鳥取県","31402","米子"
"鳥取県","31403","米子"
"島根県","32201","松江市・島根県共同設置松江（市）"
"島根県","32202","浜田"
"島根県","32203","出雲"
"島根県","32204","益田"
"島根県","32205","県央"
"島根県","32206","松江市・島根県共同設置松江（県）"
"島根県","32207","浜田"
"島根県","32209","雲南"
"島根県","32343","雲南"
"島根県","32386","雲南"
"島根県","32441","県央"
"島根県","32448","県央"
"島根県","32449","県央"
"島根県","32501","益田"
"島根県","32505","益田"
"島根県","32525","隠岐"
"島根県","32526","隠岐"
"島根県","32527","隠岐"
"島根県","32528","隠岐"
"岡山県","33101","岡山市"
"岡山県","33102","岡山市"
"岡山県","33103","岡山市"
"岡山県","33104","岡山市"
"岡山県","33202","倉敷市"
"岡山県","33203","美作"
"岡山県","33204","備前"
"岡山県","33205","備中"
"岡山県","33207","備中"
"岡山県","33208","備中"
"岡山県","33209","備北"
"岡山県","33210","備北"
"岡山県","33211","備前"
"岡山県","33212","備前"
"岡山県","33213","備前"
"岡山県","33214","真庭"
"岡山県","33215","美作"
"岡山県","33216","備中"
"岡山県","33346","備前"
"岡山県","33423","備中"
"岡山県","33445","備中"
"岡山県","33461","備中"
"岡山県","33586","真庭"
"岡山県","33606","美作"
"岡山県","33622","美作"
"岡山県","33623","美作"
"岡山県","33643","美作"
"岡山県","33663","美作"
"岡山県","33666","美作"
"岡山県","33681","備前"
"広島県","34101","広島市"
"広島県","34102","広島市"
"広島県","34103","広島市"
"広島県","34104","広島市"
"広島県","34105","広島市"
"広島県","34106","広島市"
"広島県","34107","広島市"
"広島県","34108","広島市"
"広島県","34202","呉市"
"広島県","34203","西部東"
"広島県","34204","東部"
"広島県","34205","東部"
"広島県","34207","福山市"
"広島県","34208","東部"
"広島県","34209","北部"
"広島県","34210","北部"
"広島県","34211","西部"
"広島県","34212","西部東"
"広島県","34213","西部"
"広島県","34214","西部"
"広島県","34215","西部"
"広島県","34302","西部"
"広島県","34304","西部"
"広島県","34307","西部"
"広島県","34309","西部"
"広島県","34368","西部"
"広島県","34369","西部"
"広島県","34431","西部東"
"広島県","34462","東部"
"広島県","34545","東部"
"山口県","35201","下関市"
"山口県","35202","宇部環境"
"山口県","35203","山口環境"
"山口県","35204","萩環境"
"山口県","35206","防府"
"山口県","35207","周南環境"
"山口県","35208","岩国環境"
"山口県","35210","周南環境"
"山口県","35211","長門環境"
"山口県","35212","柳井環境"
"山口県","35213","宇部環境"
"山口県","35215","周南環境"
"山口県","35216","宇部環境"
"山口県","35305","柳井環境"
"山口県","35321","岩国環境"
"山口県","35341","柳井環境"
"山口県","35343","柳井環境"
"山口県","35344","柳井環境"
"山口県","35502","萩環境"
"徳島県","36201","徳島"
"徳島県","36202","徳島"
"徳島県","36203","徳島"
"徳島県","36204","阿南"
"徳島県","36205","吉野川"
"徳島県","36206","吉野川"
"徳島県","36207","美馬"
"徳島県","36208","三好"
"徳島県","36301","徳島"
"徳島県","36302","徳島"
"徳島県","36321","徳島"
"徳島県","36341","徳島"
"徳島県","36342","徳島"
"徳島県","36368","阿南"
"徳島県","36383","美波"
"徳島県","36387","美波"
"徳島県","36388","美波"
"徳島県","36401","徳島"
"徳島県","36402","徳島"
"徳島県","36403","徳島"
"徳島県","36404","徳島"
"徳島県","36405","徳島"
"徳島県","36468","美馬"
"徳島県","36489","三好"
"香川県","37201","高松市"
"香川県","37202","中讃"
"香川県","37203","中讃"
"香川県","37204","中讃"
"香川県","37205","西讃"
"香川県","37206","東讃"
"香川県","37207","東讃"
"香川県","37208","西讃"
"香川県","37322","小豆"
"香川県","37324","小豆"
"香川県","37341","東讃"
"香川県","37364","東讃"
"香川県","37386","中讃"
"香川県","37387","中讃"
"香川県","37403","中讃"
"香川県","37404","中讃"
"香川県","37406","中讃"
"愛媛県","38201","松山市"
"愛媛県","38202","今治"
"愛媛県","38203","宇和島"
"愛媛県","38204","八幡浜"
"愛媛県","38205","西条"
"愛媛県","38206","西条"
"愛媛県","38207","八幡浜"
"愛媛県","38210","中予"
"愛媛県","38213","四国中央"
"愛媛県","38214","八幡浜"
"愛媛県","38215","中予"
"愛媛県","38356","今治"
"愛媛県","38386","中予"
"愛媛県","38401","中予"
"愛媛県","38402","中予"
"愛媛県","38422","八幡浜"
"愛媛県","38442","八幡浜"
"愛媛県","38484","宇和島"
"愛媛県","38488","宇和島"
"愛媛県","38506","宇和島"
"高知県","39201","高知市"
"高知県","39202","安芸"
"高知県","39203","安芸"
"高知県","39204","中央東"
"高知県","39205","中央西"
"高知県","39206","須崎"
"高知県","39208","幡多"
"高知県","39209","幡多"
"高知県","39210","幡多"
"高知県","39211","中央東"
"高知県","39212","中央東"
"高知県","39301","安芸"
"高知県","39302","安芸"
"高知県","39303","安芸"
"高知県","39304","安芸"
"高知県","39305","安芸"
"高知県","39306","安芸"
"高知県","39307","安芸"
"高知県","39341","中央東"
"高知県","39344","中央東"
"高知県","39363","中央東"
"高知県","39364","中央東"
"高知県","39386","中央西"
"高知県","39387","中央西"
"高知県","39401","須崎"
"高知県","39402","中央西"
"高知県","39403","中央西"
"高知県","39405","須崎"
"高知県","39410","中央西"
"高知県","39411","須崎"
"高知県","39412","須崎"
"高知県","39424","幡多"
"高知県","39427","幡多"
"高知県","39428","幡多"
"福岡県","40101","北九州市"
"福岡県","40103","北九州市"
"福岡県","40105","北九州市"
"福岡県","40106","北九州市"
"福岡県","40107","北九州市"
"福岡県","40108","北九州市"
"福岡県","40109","北九州市"
"福岡県","40131","福岡市"
"福岡県","40132","福岡市"
"福岡県","40133","福岡市"
"福岡県","40134","福岡市"
"福岡県","40135","福岡市"
"福岡県","40136","福岡市"
"福岡県","40137","福岡市"
"福岡県","40202","南筑後"
"福岡県","40203","久留米市"
"福岡県","40204","嘉穂・鞍手"
"福岡県","40205","嘉穂・鞍手"
"福岡県","40206","田川"
"福岡県","40207","南筑後"
"福岡県","40210","南筑後"
"福岡県","40211","南筑後"
"福岡県","40212","南筑後"
"福岡県","40213","京築"
"福岡県","40214","京築"
"福岡県","40215","宗像・遠賀"
"福岡県","40216","北筑後"
"福岡県","40217","筑紫"
"福岡県","40218","筑紫"
"福岡県","40219","筑紫"
"福岡県","40220","宗像・遠賀"
"福岡県","40221","筑紫"
"福岡県","40223","粕屋"
"福岡県","40224","宗像・遠賀"
"福岡県","40225","北筑後"
"福岡県","40226","嘉穂・鞍手"
"福岡県","40227","嘉穂・鞍手"
"福岡県","40228","北筑後"
"福岡県","40229","南筑後"
"福岡県","40230","糸島"
"福岡県","40231","筑紫"
"福岡県","40341","粕屋"
"福岡県","40342","粕屋"
"福岡県","40343","粕屋"
"福岡県","40344","粕屋"
"福岡県","40345","粕屋"
"福岡県","40348","粕屋"
"福岡県","40349","粕屋"
"福岡県","40381","宗像・遠賀"
"福岡県","40382","宗像・遠賀"
"福岡県","40383","宗像・遠賀"
"福岡県","40384","宗像・遠賀"
"福岡県","40401","嘉穂・鞍手"
"福岡県","40402","嘉穂・鞍手"
"福岡県","40421","嘉穂・鞍手"
"福岡県","40447","北筑後"
"福岡県","40448","北筑後"
"福岡県","40503","北筑後"
"福岡県","40522","南筑後"
"福岡県","40544","南筑後"
"福岡県","40601","田川"
"福岡県","40602","田川"
"福岡県","40604","田川"
"福岡県","40605","田川"
"福岡県","40608","田川"
"福岡県","40609","田川"
"福岡県","40610","田川"
"福岡県","40621","京築"
"福岡県","40625","京築"
"福岡県","40642","京築"
"福岡県","40646","京築"
"福岡県","40647","京築"
"佐賀県","41201","佐賀中部"
"佐賀県","41202","唐津"
"佐賀県","41203","鳥栖"
"佐賀県","41204","佐賀中部"
"佐賀県","41205","伊万里"
"佐賀県","41206","杵藤"
"佐賀県","41207","杵藤"
"佐賀県","41208","佐賀中部"
"佐賀県","41209","杵藤"
"佐賀県","41210","佐賀中部"
"佐賀県","41327","佐賀中部"
"佐賀県","41341","鳥栖"
"佐賀県","41345","鳥栖"
"佐賀県","41346","鳥栖"
"佐賀県","41387","唐津"
"佐賀県","41401","伊万里"
"佐賀県","41423","杵藤"
"佐賀県","41424","杵藤"
"佐賀県","41425","杵藤"
"佐賀県","41441","杵藤"
"長崎県","42201","長崎市"
"長崎県","42202","佐世保市"
"長崎県","42203","県南"
"長崎県","42204","県央"
"長崎県","42205","県央"
"長崎県","42207","県北"
"長崎県","42208","県北"
"長崎県","42209","対馬"
"長崎県","42210","壱岐"
"長崎県","42211","五島"
"長崎県","42212","西彼"
"長崎県","42213","県南"
"長崎県","42214","県南"
"長崎県","42307","西彼"
"長崎県","42308","西彼"
"長崎県","42321","県央"
"長崎県","42322","県央"
"長崎県","42323","県央"
"長崎県","42383","上五島"
"長崎県","42391","県北"
"長崎県","42411","上五島"
"熊本県","43101","熊本市"
"熊本県","43102","熊本市"
"熊本県","43103","熊本市"
"熊本県","43104","熊本市"
"熊本県","43105","熊本市"
"熊本県","43202","八代"
"熊本県","43203","人吉"
"熊本県","43204","有明"
"熊本県","43205","水俣"
"熊本県","43206","有明"
"熊本県","43208","山鹿"
"熊本県","43210","菊池"
"熊本県","43211","宇城"
"熊本県","43212","天草"
"熊本県","43213","宇城"
"熊本県","43214","阿蘇"
"熊本県","43215","天草"
"熊本県","43216","菊池"
"熊本県","43348","宇城"
"熊本県","43364","有明"
"熊本県","43367","有明"
"熊本県","43368","有明"
"熊本県","43369","有明"
"熊本県","43403","菊池"
"熊本県","43404","菊池"
"熊本県","43423","阿蘇"
"熊本県","43424","阿蘇"
"熊本県","43425","阿蘇"
"熊本県","43428","阿蘇"
"熊本県","43432","阿蘇"
"熊本県","43433","阿蘇"
"熊本県","43441","御船"
"熊本県","43442","御船"
"熊本県","43443","御船"
"熊本県","43444","御船"
"熊本県","43447","御船"
"熊本県","43468","八代"
"熊本県","43482","水俣"
"熊本県","43484","水俣"
"熊本県","43501","人吉"
"熊本県","43505","人吉"
"熊本県","43506","人吉"
"熊本県","43507","人吉"
"熊本県","43510","人吉"
"熊本県","43511","人吉"
"熊本県","43512","人吉"
"熊本県","43513","人吉"
"熊本県","43514","人吉"
"熊本県","43531","天草"
"大分県","44201","大分市"
"大分県","44202","東部"
"大分県","44203","北部"
"大分県","44204","西部"
"大分県","44205","南部"
"大分県","44206","中部"
"大分県","44207","中部"
"大分県","44208","豊肥"
"大分県","44209","北部"
"大分県","44210","東部"
"大分県","44211","北部"
"大分県","44212","豊肥"
"大分県","44213","中部"
"大分県","44214","東部"
"大分県","44322","東部"
"大分県","44341","東部"
"大分県","44461","西部"
"大分県","44462","西部"
"宮崎県","45201","宮崎市"
"宮崎県","45202","都城"
"宮崎県","45203","延岡"
"宮崎県","45204","日南"
"宮崎県","45205","小林"
"宮崎県","45206","日向"
"宮崎県","45207","日南"
"宮崎県","45208","高鍋"
"宮崎県","45209","小林"
"宮崎県","45341","都城"
"宮崎県","45361","小林"
"宮崎県","45382","中央"
"宮崎県","45383","中央"
"宮崎県","45401","高鍋"
"宮崎県","45402","高鍋"
"宮崎県","45403","高鍋"
"宮崎県","45404","高鍋"
"宮崎県","45405","高鍋"
"宮崎県","45406","高鍋"
"宮崎県","45421","日向"
"宮崎県","45429","日向"
"宮崎県","45430","日向"
"宮崎県","45431","日向"
"宮崎県","45441","高千穂"
"宮崎県","45442","高千穂"
"宮崎県","45443","高千穂"
"鹿児島県","46201","鹿児島市"
"鹿児島県","46203","鹿屋"
"鹿児島県","46204","加世田"
"鹿児島県","46206","出水"
"鹿児島県","46208","出水"
"鹿児島県","46210","指宿"
"鹿児島県","46213","西之表"
"鹿児島県","46214","鹿屋"
"鹿児島県","46215","川薩"
"鹿児島県","46216","伊集院"
"鹿児島県","46217","志布志"
"鹿児島県","46218","姶良"
"鹿児島県","46219","伊集院"
"鹿児島県","46220","加世田"
"鹿児島県","46221","志布志"
"鹿児島県","46222","名瀬"
"鹿児島県","46223","加世田"
"鹿児島県","46224","大口"
"鹿児島県","46225","姶良"
"鹿児島県","46303","伊集院"
"鹿児島県","46304","伊集院"
"鹿児島県","46392","川薩"
"鹿児島県","46404","出水"
"鹿児島県","46452","姶良"
"鹿児島県","46468","志布志"
"鹿児島県","46482","鹿屋"
"鹿児島県","46490","鹿屋"
"鹿児島県","46491","鹿屋"
"鹿児島県","46492","鹿屋"
"鹿児島県","46501","西之表"
"鹿児島県","46502","西之表"
"鹿児島県","46505","屋久島"
"鹿児島県","46523","名瀬"
"鹿児島県","46524","名瀬"
"鹿児島県","46525","名瀬"
"鹿児島県","46527","名瀬"
"鹿児島県","46529","名瀬"
"鹿児島県","46530","徳之島"
"鹿児島県","46531","徳之島"
"鹿児島県","46532","徳之島"
"鹿児島県","46533","徳之島"
"鹿児島県","46534","徳之島"
"鹿児島県","46535","徳之島"
"沖縄県","47201","那覇市"
"沖縄県","47205","中部"
"沖縄県","47207","八重山"
"沖縄県","47208","南　部"
"沖縄県","47209","北部"
"沖縄県","47210","南部"
"沖縄県","47211","中部"
"沖縄県","47212","南部"
"沖縄県","47213","中部"
"沖縄県","47214","宮古"
"沖縄県","47215","南部"
"沖縄県","47301","北部"
"沖縄県","47302","北部"
"沖縄県","47303","北部"
"沖縄県","47306","北部"
"沖縄県","47308","北部"
"沖縄県","47311","中部"
"沖縄県","47313","中部"
"沖縄県","47314","中部"
"沖縄県","47315","北部"
"沖縄県","47324","中部"
"沖縄県","47325","中部"
"沖縄県","47326","中部"
"沖縄県","47327","中部"
"沖縄県","47328","中部"
"沖縄県","47329","南部"
"沖縄県","47348","南部"
"沖縄県","47350","南部"
"沖縄県","47353","南部"
"沖縄県","47354","南部"
"沖縄県","47355","南部"
"沖縄県","47356","南部"
"沖縄県","47357","南部"
"沖縄県","47358","南部"
"沖縄県","47359","北部"
"沖縄県","47360","北部"
"沖縄県","47361","南部"
"沖縄県","47362","南部"
"沖縄県","47375","宮古"
"沖縄県","47381","八重山"
"沖縄県","47382","八重山"
